0.442225	-8.44	2.889	-55.445	-44.116	-34.054	-31.165	0.94	-0.12	0.94	4	48	79	0.624	0	34:43,35:42,36:41,37:40
0.4622898	-10.249	3.881	-45.398	-31.268	-38.189	-34.308	0.99	0	0.99	4	48	79	0.624	0	51:71,52:70,53:69,54:68
0.4859337	-12.6	10.106	-84.927	-62.221	-33.495	-23.389	0.98	0.01	0.96	4	48	79	0.624	0	5:16,6:15,7:14,8:13
0.4949313	-13.555	10.755	-78.112	-53.802	-34.111	-23.357	0.98	-0.01	0.97	4	48	79	0.624	0	7:63,8:62,9:61,10:60
0.4964409	-13.721	14.462	-94.154	-65.971	-40.45	-25.988	0.98	-0.03	0.98	5	48	79	0.624	0	6:39,7:38,8:37,9:36,10:35
0.5335413	-18.124	7.87	-72.369	-46.375	-33.064	-25.194	0.98	-0.02	0.98	4	48	79	0.624	0	6:53,7:52,8:51,9:50
0.53837	-18.771	7.345	-83.628	-57.512	-34.722	-27.377	0.93	-0.05	0.89	4	48	79	0.624	0	41:58,42:57,43:56,44:55
0.5427089	-19.361	15.504	-121.011	-86.147	-39.822	-24.319	0.98	0.03	0.93	5	48	79	0.624	0	6:48,7:47,8:46,9:45,10:44
0.5476076	-20.069	1.7	-82.411	-60.641	-32.563	-30.862	0.93	-0.03	0.89	4	48	79	0.624	0	42:51,43:50,44:49,45:48
0.569272	-23.547	7.185	-86.171	-55.439	-33.936	-26.751	0.96	-0.08	0.95	4	48	79	0.624	0	14:33,15:32,16:31,17:30
0.5697719	-23.632	0.027	-112.581	-88.922	-31.477	-31.45	0.91	-0.05	0.86	4	48	79	0.624	0	20:46,21:45,22:44,23:43
0.5903865	-27.921	8.132	-147.04	-110.987	-37.415	-29.283	0.95	0.02	0.9	4	48	79	0.624	0	15:56,16:55,17:54,18:53
0.6199588	-36.43	10.428	-135.075	-88.217	-39.805	-29.377	0.97	0.08	0.9	5	48	79	0.624	0	7:44,8:43,9:42,10:41,11:40
0.7645512	-82.168	1.528	-217.322	-133.626	-31.681	-30.153	0.89	-0.12	0.85	4	48	79	0.624	0	17:42,18:41,19:40,20:39
0.7706996	-84.16	10.745	-238.971	-144.066	-42.722	-31.977	0.92	-0.06	0.9	5	48	79	0.624	0	4:18,5:17,6:16,7:15,8:14
0.7709795	-84.247	10.566	-138.079	-43.265	-34.202	-23.635	0.96	-0.05	0.96	4	48	79	0.624	0	11:72,12:71,13:70,14:69
0.7719093	-84.603	7.112	-127.634	-35.92	-35.467	-28.356	0.97	-0.04	0.96	4	48	79	0.624	0	12:72,13:71,14:70,15:69
0.8024614	-97.881	-3.013	-224.61	-129.742	-31.198	-34.211	0.9	-0.1	0.88	4	48	79	0.624	0	18:62,19:61,20:60,21:59
0.8219663	-110.339	4.003	-252.362	-138.021	-28.384	-24.381	0.9	-0.09	0.87	4	48	79	0.624	0	8:21,9:20,10:19,11:18
0.842141	-174.979	6.471	-365.28	-183.83	-70.788	-64.317	0.93	-0.06	0.9	8	48	79	0.624	0	14:72,15:71,16:70,17:69,18:68,19:67,20:66,21:65
0.8584468	-261.842	8.033	-322.957	-53.082	-38.133	-30.1	0.9	-0.12	0.88	4	48	79	0.624	0	14:73,15:72,16:71,17:70
0.8681543	-314.605	8.979	-345.539	-21.955	-34.915	-25.936	0.4	-0.2	0.9	4	48	79	0.624	0	54:78,55:77,56:76,57:75
0.8958571	-354.243	10.065	-409.321	-45.013	-32.249	-22.184	0.39	-0.24	0.88	4	48	79	0.624	0	6:78,7:77,8:76,9:75
0.9214104	-437.646	11.223	-470.831	-21.962	-25.772	-14.549	0.58	-0.28	0.86	4	48	79	0.624	0	0:77,1:76,2:75,3:74
0.9404555	-460.705	11.054	-503.087	-31.328	-34.094	-23.04	0.58	-0.29	0.85	4	48	79	0.624	0	25:77,26:76,27:75,28:74
0.9748665	-551.997	8.539	-619.471	-58.935	-43.209	-34.67	0.83	-0.24	0.84	5	48	79	0.624	0	13:75,14:74,15:73,16:72,17:71

